TymeBreathRate,tidal_volume,TymeVentilation
26.11,214.4,53.99
25.9,214.2,54.29
25.8,215.5,54.42
25.72,216.9,54.54
25.63,218.4,54.66
25.54,219.8,54.78
25.49,220.1,54.63
25.46,219.3,54.25
25.45,217.9,53.87
25.45,214.2,53.52
25.45,212.7,53.38
25.46,213.8,53.47
25.46,214.8,53.56
25.46,215.6,53.59
25.45,214.8,53.26
25.44,214.0,52.94
25.44,213.2,52.61
25.41,212.8,52.45
25.34,213.0,52.59
25.27,213.1,52.73
25.21,213.3,52.87
25.07,213.5,52.89
24.77,213.6,52.61
24.52,213.8,52.73
24.34,214.3,53.09
24.27,215.8,53.34
24.21,217.3,53.59
24.14,218.8,53.85
24.08,220.3,54.1
24.01,219.8,53.85
23.94,219.3,53.59
23.88,218.9,53.34
23.79,218.4,53.09
23.67,218.1,52.84
23.58,218.7,53.0
23.52,220.7,53.72
23.52,223.4,54.23
23.62,227.1,54.41
23.74,229.2,54.47
23.88,229.6,54.4
24.02,230.0,54.33
24.19,230.6,54.42
24.37,231.4,54.61
24.48,230.9,54.67
24.57,230.0,54.67
24.66,229.0,54.67
24.75,228.0,54.67
24.75,228.8,54.93
24.75,229.6,55.21
24.75,230.3,55.46
24.71,230.1,55.41
24.67,229.9,55.37
24.65,229.0,55.38
24.62,228.1,55.38
24.6,227.3,55.39
24.57,226.4,55.4
24.55,229.4,56.02
24.51,231.8,56.46
24.4,231.3,56.08
24.37,232.2,56.05
24.42,234.4,56.34
24.45,236.1,56.47
24.45,236.1,56.08
24.44,236.0,55.67
24.44,233.9,54.94
24.44,231.7,54.2
24.45,229.5,53.47
24.46,228.0,53.21
24.49,227.8,53.8
24.54,227.4,54.35
24.62,226.1,54.54
24.71,224.7,54.72
24.94,223.3,54.79
25.26,221.9,54.77
25.36,222.8,54.94
25.47,223.7,55.1
25.58,224.5,55.27
25.64,226.0,55.56
25.65,228.2,56.02
25.64,230.4,56.42
25.52,231.0,56.27
25.39,231.4,56.09
25.26,228.4,55.69
25.12,225.4,55.3
24.99,224.5,55.38
24.86,224.7,55.7
24.77,224.9,55.98
24.86,225.2,56.07
25.03,224.8,56.13
25.37,223.1,56.13
25.66,222.4,56.18
25.88,222.8,56.29
26.11,223.2,56.4
26.33,223.6,56.51
26.56,224.0,56.58
26.81,224.3,56.49
27.06,224.6,56.41
27.31,224.9,56.32
27.55,225.2,56.23
27.84,225.0,56.15
28.14,224.7,56.08
28.44,224.4,56.01
28.61,224.0,56.05
28.75,223.7,56.11
28.77,223.4,56.78
28.76,223.3,57.63
28.81,223.8,57.99
28.77,222.8,57.98
28.69,221.5,57.78
28.52,219.8,57.3
28.49,218.1,57.03
28.47,216.2,56.81
28.48,215.4,56.74
28.52,215.4,56.8
28.56,215.4,56.87
28.61,215.6,56.9
28.66,215.8,56.91
28.71,216.1,56.92
28.76,216.4,56.93
28.93,217.2,56.75
29.1,217.7,56.54
29.3,217.1,56.29
29.48,217.1,56.06
29.49,220.9,56.05
29.5,224.6,56.03
29.39,224.8,55.89
29.28,224.9,55.74
29.13,224.4,55.58
28.9,221.9,55.36
28.66,219.7,55.21
28.43,220.0,55.65
28.19,220.4,56.08
27.94,219.6,56.1
27.68,217.6,55.7
27.51,216.8,55.56
27.43,217.1,55.69
27.39,218.6,55.89
27.38,220.8,56.13
27.37,222.9,56.36
27.37,225.1,56.6
27.32,226.6,56.59
27.23,227.1,56.27
27.1,229.1,56.38
26.97,231.6,56.61
26.8,233.2,56.7
26.63,234.3,56.73
26.51,233.0,56.49
26.38,231.8,56.24
26.24,230.5,56.08
26.09,228.8,56.44
25.93,227.5,56.82
25.82,228.7,57.32
25.7,229.9,57.81
25.62,230.7,58.05
25.56,231.0,58.01
25.49,231.3,57.98
25.43,231.6,57.94
25.28,231.5,57.74
25.11,231.3,57.48
24.97,231.1,57.32
24.88,230.9,57.28
24.8,230.8,57.25
24.72,230.6,57.21
24.63,230.4,57.18
24.47,232.2,57.67
24.28,234.8,58.4
24.11,237.2,58.71
23.96,239.4,58.61
23.81,241.6,58.51
23.71,243.3,58.71
23.62,245.0,58.93
23.54,246.6,59.16
23.52,247.9,59.25
23.54,248.9,59.28
23.57,249.9,59.3
23.6,250.8,59.64
23.65,251.3,59.79
23.74,250.9,59.26
23.82,250.5,58.73
23.9,250.1,58.19
24.05,250.0,58.1
24.21,250.0,58.1
24.3,252.6,59.1
24.39,255.4,60.18
24.48,258.4,61.16
24.58,262.4,61.78
24.68,266.1,62.36
24.75,265.6,62.11
24.82,265.9,62.39
24.87,267.1,63.19
24.87,267.4,63.32
24.87,267.7,63.45
24.87,267.9,63.57
24.84,267.7,63.59
24.81,267.5,63.61
24.78,267.6,63.68
24.71,269.8,64.02
24.64,272.0,64.37
24.61,272.2,64.66
24.61,270.5,64.9
24.61,268.8,65.13
24.67,269.3,65.47
24.72,269.8,65.8
24.78,270.3,66.13
24.83,270.8,66.46
24.87,271.1,66.6
24.9,271.4,66.71
24.94,271.8,66.82
24.97,272.1,66.94
25.0,272.4,67.05
24.97,272.7,67.1
24.93,273.0,67.14
24.89,273.4,67.18
24.85,273.8,67.25
24.82,274.4,67.37
24.79,274.9,67.49
24.75,275.0,67.31
24.69,274.7,67.0
24.6,274.2,66.85
24.51,273.7,66.7
24.42,273.2,66.55
24.29,273.5,66.56
24.13,274.7,66.78
24.05,274.7,66.95
24.03,274.1,67.08
24.04,274.4,67.21
24.04,274.7,67.33
24.05,275.0,67.45
24.09,275.5,67.64
24.13,276.1,67.83
24.17,276.4,67.75
24.22,276.0,66.94
24.28,276.2,66.62
24.35,276.7,66.55
24.41,277.2,66.57
24.46,277.9,66.81
24.5,278.6,67.05
24.54,279.4,67.28
24.58,280.1,67.5
24.61,280.9,67.72
24.65,281.6,67.94
24.62,283.2,68.58
24.58,284.9,69.27
24.44,286.3,69.33
24.25,287.0,69.1
24.18,285.7,69.28
24.11,284.3,69.46
24.14,283.0,69.44
24.22,281.5,69.29
24.3,280.1,69.13
24.36,279.2,69.12
24.37,279.3,69.37
24.38,279.4,69.62
24.4,279.5,69.73
24.42,279.7,69.73
24.45,280.0,69.78
24.5,280.6,69.95
24.55,281.2,70.11
24.6,281.9,70.28
24.66,283.0,70.24
24.72,284.3,70.1
24.76,284.5,69.52
24.77,283.7,68.59
24.76,282.9,67.94
24.71,282.1,67.56
24.67,281.4,67.43
24.63,281.2,67.68
24.63,282.6,67.61
24.63,284.7,67.45
24.64,285.7,67.22
24.65,285.6,66.9
24.66,285.4,66.58
24.67,285.1,66.32
24.71,284.0,66.28
24.74,283.0,66.24
24.83,281.4,66.27
24.92,279.6,66.31
25.02,279.5,66.39
25.12,281.1,66.51
25.15,282.6,66.64
25.17,283.9,66.77
25.19,285.2,66.91
25.16,286.1,67.09
25.05,285.9,67.36
24.93,285.6,67.63
24.77,284.3,67.62
24.59,282.6,67.5
24.39,281.9,67.58
24.16,282.9,67.97
23.92,284.8,68.4
23.65,289.1,69.0
23.47,291.0,69.27
23.39,289.7,69.11
23.32,288.4,68.95
23.24,287.0,68.8
23.22,286.6,68.75
23.21,286.3,68.73
23.2,286.1,68.71
23.16,286.1,68.61
23.11,286.1,68.5
23.06,286.2,68.38
23.09,286.1,68.3
23.13,285.9,68.22
23.17,285.8,68.15
23.27,288.1,68.33
23.39,291.0,68.58
23.46,291.5,68.62
23.51,291.4,68.6
23.57,291.3,68.58
23.61,290.9,68.53
23.63,289.4,68.37
23.65,287.9,68.22
23.66,286.4,68.06
23.69,286.6,67.92
23.72,287.2,67.78
23.72,286.7,67.56
23.72,285.6,67.29
23.72,286.2,67.1
23.74,287.6,66.95
23.75,289.0,66.79
23.76,286.8,66.28
23.78,282.3,65.53
23.85,279.0,65.04
23.99,276.9,64.83
24.07,276.4,64.98
24.15,275.9,65.12
24.24,276.3,65.19
24.36,277.7,65.16
24.48,278.9,65.12
24.57,278.6,64.83
24.67,278.3,64.54
24.76,278.0,64.26
24.85,277.0,63.99
24.94,275.1,63.75
25.0,273.7,63.6
25.0,273.7,63.72
24.99,273.6,63.83
25.02,274.6,63.87
25.05,276.0,63.87
25.05,276.1,63.78
24.98,274.6,63.58
24.92,273.6,63.43
24.82,273.7,63.42
24.73,273.7,63.41
24.65,273.6,63.36
24.61,272.1,63.07
24.58,271.0,62.96
24.52,271.5,63.61
24.47,272.0,64.26
24.45,273.1,64.82
24.43,274.2,65.38
24.41,275.3,65.93
24.4,276.4,66.43
24.39,277.7,66.64
24.38,279.1,66.86
24.32,277.4,66.66
24.26,275.5,66.44
24.2,273.7,66.22
24.11,271.5,65.89
23.99,269.0,65.47
23.89,267.3,65.06
23.79,267.2,64.63
23.69,266.8,64.21
23.55,265.4,63.81
23.44,264.5,63.6
23.34,264.1,63.49
23.24,263.6,63.39
23.14,263.2,63.29
23.03,262.6,63.26
22.92,262.0,63.22
22.89,261.1,63.07
22.91,259.9,62.85
22.93,258.8,62.63
22.97,258.5,62.77
23.03,258.9,63.19
23.09,259.3,63.61
23.18,259.5,63.82
23.27,259.7,63.99
23.36,260.0,64.16
23.5,260.7,64.34
23.72,262.3,64.52
23.94,263.8,64.7
24.15,263.3,64.65
24.35,262.4,64.55
24.47,261.9,64.54
24.51,261.8,64.61
24.54,261.7,64.68
24.61,261.6,64.7
24.77,261.9,64.56
24.87,261.1,64.65
24.92,260.0,64.91
24.95,262.5,65.25
24.99,265.1,65.58
25.06,265.8,65.66
25.22,261.1,64.96
25.43,258.9,64.88
25.68,259.2,65.45
25.84,260.0,65.95
25.96,261.0,66.43
26.09,261.9,66.79
26.24,262.8,66.75
26.39,263.7,66.7
26.61,263.8,66.74
26.84,263.8,66.79
26.95,264.5,66.89
27.01,265.4,67.01
27.07,266.3,67.14
27.09,268.1,67.42
27.04,271.5,68.05
26.97,273.4,68.46
26.86,271.5,68.32
26.77,268.8,68.23
26.68,266.1,68.14
26.57,264.0,68.04
26.43,262.7,67.92
26.3,261.5,67.8
26.24,262.5,67.87
26.23,264.7,68.02
26.22,266.6,68.16
26.29,265.0,68.02
26.33,264.2,67.83
26.36,263.8,67.6
26.4,263.4,67.38
26.43,262.8,66.82
26.46,262.0,66.08
26.44,261.9,65.71
26.37,262.1,65.68
26.3,262.4,65.64
26.23,262.7,65.6
26.1,265.4,66.25
25.95,268.1,66.87
25.71,266.4,66.33
25.6,265.7,65.91
25.56,265.5,65.57
25.52,267.9,65.75
25.49,270.8,66.06
25.45,273.1,66.29
25.4,273.3,66.25
25.34,273.5,66.21
25.29,273.6,66.18
25.29,272.0,66.25
25.3,269.9,66.36
25.31,269.1,66.59
25.32,270.5,66.99
25.32,271.9,67.39
25.32,273.3,67.75
25.27,273.9,67.41
25.23,274.4,67.09
25.19,273.6,66.92
25.17,272.8,66.87
25.19,271.8,67.16
25.2,271.0,67.44
25.11,270.8,67.52
25.03,270.7,67.61
24.94,270.5,67.69
24.82,271.4,67.75
24.64,273.3,67.79
24.47,275.0,67.84
24.29,275.2,68.04
24.12,275.3,68.24
24.02,275.4,68.35
23.96,275.4,68.42
23.92,274.9,68.45
23.93,273.1,68.38
23.95,271.4,68.31
23.99,270.4,68.45
24.07,270.8,68.89
24.19,271.9,69.46
24.45,275.3,70.4
24.61,277.3,70.5
24.73,278.8,70.26
24.85,280.2,70.02
24.96,281.1,69.88
25.03,281.2,69.93
25.1,281.2,69.97
25.18,281.2,70.02
25.24,281.5,70.21
25.31,282.0,70.52
25.38,282.3,70.84
25.52,281.6,71.25
25.65,279.6,71.26
25.75,276.5,70.94
25.87,274.2,70.74
26.0,277.1,71.24
26.14,280.0,71.73
26.29,280.8,71.66
26.44,280.6,71.31
26.59,282.0,71.85
26.74,283.3,72.46
26.89,282.9,72.7
27.04,282.4,72.94
27.19,283.3,73.34
27.33,284.5,73.8
27.48,285.8,74.25
27.67,286.9,74.84
27.89,288.1,75.51
27.95,290.3,76.03
28.01,292.6,76.56
28.12,291.1,76.38
28.25,287.8,75.85
28.36,285.4,75.44
28.43,284.0,75.2
28.41,284.8,75.33
28.4,285.6,75.47
28.38,286.4,75.61
28.36,287.3,75.74
28.35,288.1,75.88
28.33,288.9,76.01
28.27,289.6,76.37
28.2,290.4,76.77
28.13,291.2,77.17
28.04,288.6,77.61
27.94,285.8,78.04
27.88,285.7,78.32
27.82,285.6,78.6
27.77,285.4,78.74
27.73,285.4,78.55
27.7,285.3,78.4
27.68,285.0,78.38
27.65,284.8,78.4
27.62,284.6,78.6
27.59,284.4,78.79
27.56,284.2,78.99
27.57,285.1,79.15
27.57,286.2,79.3
27.51,286.2,78.75
27.44,286.3,78.27
27.36,286.9,78.25
27.28,287.5,78.24
27.22,287.5,78.19
27.19,286.8,78.1
27.19,286.3,77.94
27.26,286.1,77.64
27.33,286.1,77.65
27.4,286.3,77.93
27.47,286.5,78.21
27.58,287.5,78.39
27.7,288.6,78.54
27.89,288.5,78.28
28.09,288.1,77.93
28.19,285.8,77.35
28.3,283.5,76.77
28.38,281.5,76.61
28.41,280.3,77.41
28.43,279.5,78.08
28.45,280.1,78.37
28.43,278.9,78.3
28.4,277.5,78.19
28.25,277.9,78.57
28.06,278.8,79.09
27.9,280.8,79.38
27.75,283.0,79.63
27.62,280.1,79.1
27.49,274.9,78.24
27.43,275.8,79.13
27.37,276.7,80.03
27.38,276.2,80.16
27.45,274.8,79.76
27.52,273.4,79.35
27.71,272.0,79.41
27.91,270.7,79.49
28.06,269.4,79.41
28.14,268.3,79.16
28.22,267.2,78.9
28.29,266.3,78.58
28.35,265.6,78.21
28.41,264.7,77.83
28.53,261.5,77.27
28.62,259.2,76.92
28.63,259.1,77.12
28.64,259.0,77.32
28.56,258.8,77.72
28.45,258.6,78.18
28.44,259.5,78.49
28.55,258.9,78.42
28.7,257.5,78.21
28.89,257.1,77.69
29.1,256.7,77.17
29.36,257.2,77.41
29.63,257.8,77.82
29.99,258.2,77.96
30.38,258.4,78.0
30.57,257.9,77.96
30.75,257.3,77.93
30.95,256.5,77.79
31.22,254.2,77.07
31.5,251.7,76.54
31.78,249.2,76.47
31.82,249.3,77.58
31.84,249.3,78.52
31.79,248.7,78.62
31.76,247.8,78.72
31.77,246.4,78.82
31.78,245.6,79.09
31.77,246.6,80.01
31.74,247.7,80.78
31.62,248.6,80.6
31.51,249.3,80.42
31.53,247.4,80.3
31.65,249.9,80.48
31.8,253.2,80.68
31.93,254.3,80.59
32.05,255.4,80.5
32.18,255.6,80.29
32.31,255.4,80.02
32.44,256.2,79.95
32.55,257.6,79.98
32.69,258.2,79.49
32.87,257.9,78.47
33.01,256.6,77.44
33.15,255.3,76.4
33.24,255.6,76.32
33.31,256.7,76.54
33.3,259.5,77.07
33.25,260.8,76.93
33.13,260.4,76.09
32.89,261.4,76.33
32.71,261.8,76.34
32.56,261.9,76.26
32.37,262.1,76.21
32.11,262.3,76.26
31.76,264.9,76.74
31.39,268.3,77.36
31.2,268.1,77.07
31.0,267.9,76.77
30.71,268.7,76.75
30.29,270.9,77.13
30.04,271.4,77.09
29.82,271.6,76.95
29.6,271.8,76.81
29.34,272.1,76.73
28.92,273.2,76.88
28.49,274.3,77.03
28.11,274.2,77.02
27.77,274.1,77.03
27.59,274.0,77.21
27.41,273.9,77.39
27.26,273.8,77.42
27.16,273.4,77.22
27.06,273.1,77.01
26.96,272.8,76.81
26.85,272.3,76.6
26.72,271.3,76.36
26.59,270.2,76.12
26.45,269.2,75.88
26.33,270.2,76.41
26.22,271.8,77.14
26.1,273.3,77.87
26.01,276.1,78.46
25.93,278.9,79.06
25.84,281.7,79.61
25.74,284.5,80.12
25.69,285.1,79.61
25.65,285.6,79.13
25.68,285.7,79.71
25.74,285.9,80.2
25.9,286.8,80.39
26.06,287.7,80.58
26.26,288.3,80.41
26.47,288.9,80.2
26.67,289.5,79.99
26.97,288.8,79.71
27.35,287.1,79.36
27.79,286.7,79.24
28.27,286.9,79.26
28.73,286.2,79.66
29.2,285.1,80.16
29.5,286.2,80.58
29.77,287.7,80.98
30.04,288.8,81.28
30.24,287.3,80.89
30.43,285.0,80.45
30.61,280.4,79.89
30.66,279.9,80.94
30.67,281.0,82.64
30.67,283.3,83.86
30.68,285.6,84.91
30.76,283.9,84.46
30.82,283.1,84.33
30.86,282.8,84.39
30.91,282.7,84.43
30.98,283.0,84.37
31.04,283.8,84.47
31.1,285.2,84.77
31.18,286.2,84.91
31.28,286.7,84.77
31.3,286.3,84.91
31.31,285.9,85.06
31.35,284.3,84.96
31.39,282.2,84.77
31.42,280.9,84.75
31.41,281.3,85.19
31.39,281.8,85.48
31.32,282.8,85.4
31.24,283.6,85.26
31.09,284.0,84.92
30.95,283.6,84.58
30.82,282.1,84.23
30.69,280.6,83.88
30.51,283.5,84.16
30.32,285.4,84.29
30.1,285.8,84.17
29.97,286.0,84.06
29.89,286.5,84.06
29.87,288.2,84.51
29.85,289.8,84.97
29.86,291.0,84.72
29.87,291.9,84.19
29.89,292.8,83.66
29.89,290.9,83.06
29.89,288.4,82.45
29.88,287.2,82.33
29.86,286.1,82.25
29.82,285.6,82.28
29.77,285.2,82.35
29.63,285.1,82.09
29.45,285.1,81.7
29.19,285.1,81.38
28.8,285.1,81.18
28.52,285.0,80.99
28.25,284.9,80.81
28.08,285.0,80.86
27.93,285.1,80.92
27.8,284.6,80.91
27.68,284.0,80.89
27.58,283.8,81.11
27.57,285.1,82.27
27.55,286.4,83.42
27.61,286.4,83.49
27.66,286.4,83.55
27.72,286.6,83.63
27.83,288.5,83.95
27.93,290.4,84.28
28.05,291.2,84.35
28.17,290.7,84.09
28.26,288.6,83.06
28.34,285.7,81.59
28.38,284.5,81.41
28.39,284.4,82.08
28.36,284.3,82.49
28.32,284.2,82.76
28.27,284.1,83.03
28.23,284.6,83.14
28.17,286.2,82.97
28.22,287.3,83.23
28.31,288.2,83.56
28.47,288.3,83.47
28.65,288.3,83.37
28.84,288.3,83.27
29.04,288.3,83.16
29.27,288.4,83.08
29.5,288.4,83.0
29.63,288.3,82.85
29.7,288.2,82.66
29.78,288.0,82.49
29.83,287.7,82.42
29.89,287.6,82.59
30.0,288.3,83.59
30.04,289.3,84.27
30.03,290.2,84.8
30.01,290.9,85.3
29.98,291.5,85.81
29.91,292.5,86.1
29.83,293.6,86.34
29.73,293.0,86.26
29.61,291.8,86.07
29.51,290.6,86.19
29.42,289.4,86.31
29.35,290.8,87.83
29.3,292.3,89.39
29.32,291.9,89.8
29.33,291.6,90.2
29.37,292.0,90.4
29.4,292.6,90.56
29.44,293.2,90.72
29.42,294.6,91.07
29.4,296.1,91.43
29.36,295.9,91.25
29.33,295.6,91.02
29.29,294.8,90.86
29.26,293.7,90.74
29.22,292.9,90.75
29.2,292.4,90.97
29.23,291.8,91.27
29.31,291.1,91.63
29.46,291.1,92.0
29.76,292.2,92.39
30.05,293.8,92.88
30.34,296.2,93.54
30.57,297.4,92.98
30.77,298.1,91.9
31.01,297.5,91.02
31.29,295.0,90.44
31.43,293.5,90.21
31.48,292.7,90.24
31.52,291.8,90.26
31.66,294.1,90.97
31.89,298.1,92.23
32.17,302.0,93.59
32.47,301.5,92.48
32.64,302.3,92.15
32.79,303.5,92.05
32.93,303.5,92.01
33.07,302.1,92.02
33.2,301.5,91.95
33.29,301.8,91.77
33.34,302.2,91.67
33.38,302.8,91.58
33.42,304.8,91.83
33.46,306.8,92.06
33.44,306.2,91.78
33.41,306.1,91.7
33.38,306.5,91.84
33.22,307.4,92.1
33.0,308.6,92.44
32.75,309.0,92.27
32.45,308.1,91.42
32.24,307.4,91.2
32.05,306.7,91.08
31.85,306.1,90.96
31.45,304.8,90.35
31.05,302.9,89.63
30.82,300.2,89.12
30.59,299.4,89.03
30.35,301.7,89.62
30.08,304.1,89.95
29.78,306.7,89.8
29.52,307.2,88.88
29.29,305.6,87.2
29.07,304.0,85.71
28.92,302.3,85.17
28.76,300.6,84.64
28.6,300.4,84.46
28.42,301.6,84.63
28.26,302.7,84.71
28.17,303.8,84.51
28.07,304.9,84.3
28.0,305.2,84.14
27.94,305.4,84.0
27.87,306.0,83.96
27.78,307.6,84.13
27.7,309.3,84.3
27.6,310.7,84.43
27.47,312.0,84.51
27.36,313.9,84.5
27.26,316.0,84.46
27.12,316.9,84.33
26.93,316.6,84.12
26.76,316.3,83.9
26.62,316.0,83.68
26.49,315.7,83.46
26.4,313.2,83.26
26.31,311.5,83.2
26.26,312.7,83.64
26.21,313.8,84.09
26.19,314.6,84.1
26.19,315.0,83.82
26.21,315.2,83.55
26.25,315.0,83.29
26.28,314.8,83.13
26.29,314.7,83.12
26.3,314.6,83.1
26.27,314.6,83.15
26.24,314.6,83.23
26.21,314.5,83.28
26.17,313.0,82.83
26.13,311.6,82.37
26.1,311.6,82.51
26.07,311.8,82.76
26.05,311.8,82.95
26.03,311.5,83.1
26.02,311.2,83.25
26.05,310.8,83.41
26.09,310.3,83.56
26.14,309.5,83.61
26.2,308.6,83.62
26.25,308.3,83.8
26.3,310.2,84.58
26.35,311.7,85.2
26.41,312.4,85.49
26.47,313.0,85.79
26.57,313.1,85.89
26.73,312.2,85.71
26.85,311.8,85.77
26.91,312.4,86.2
26.99,313.2,86.53
27.1,314.2,86.7
27.25,315.8,86.9
27.47,318.2,87.13
27.63,318.8,87.12
27.75,317.9,86.91
27.86,317.0,86.71
27.95,317.2,87.07
28.04,317.4,87.43
28.21,317.6,87.74
28.38,317.9,88.04
28.56,319.6,88.36
28.73,321.3,88.67
28.85,321.9,88.8
28.95,322.1,88.84
29.05,322.4,88.89
29.2,322.1,89.01
29.35,321.7,89.12
29.43,320.2,89.01
29.51,318.9,88.92
29.54,320.7,89.23
29.57,322.3,89.53
29.54,321.5,89.52
29.51,320.6,89.51
29.48,319.8,89.43
29.45,318.9,89.45
29.36,318.0,90.12
29.27,317.2,90.78
29.1,319.4,91.15
28.96,321.6,91.4
28.94,324.3,91.23
28.92,326.4,91.08
28.9,326.4,90.99
28.87,326.5,90.9
28.82,326.5,90.9
28.76,326.5,90.9
28.7,326.5,90.9
28.61,326.7,91.08
28.51,327.0,91.31
28.47,327.8,91.46
28.45,328.5,91.37
28.41,327.7,90.41
28.38,327.0,89.45
28.35,327.3,89.04
28.32,328.0,88.87
28.29,328.7,88.7
28.22,330.0,89.11
28.15,331.5,89.65
28.06,333.8,90.27
27.97,336.2,90.9
27.87,336.6,90.88
27.76,336.1,90.57
27.68,336.3,90.58
27.63,337.0,90.83
27.58,337.7,91.09
27.53,338.2,91.26
27.47,338.4,91.34
27.43,337.7,90.91
27.39,337.0,90.51
27.39,336.6,90.33
27.39,336.6,90.31
27.4,337.2,90.47
27.4,337.8,90.62
27.37,338.6,90.64
27.31,339.5,90.52
27.25,340.5,90.4
27.17,341.1,90.24
27.01,339.8,89.74
26.87,338.0,89.42
26.77,335.4,89.49
26.71,334.3,89.82
26.73,335.6,90.56
26.75,336.8,91.18
26.75,336.1,90.68
26.74,335.4,90.18
26.74,335.2,89.99
26.73,335.3,89.94
26.73,335.5,89.88
26.72,335.6,89.82
26.72,335.6,89.76
26.72,334.2,89.6
26.71,332.7,89.44
26.71,331.6,89.36
26.77,332.3,89.81
26.82,333.0,90.26
26.85,333.7,90.45
26.87,334.5,90.56
26.89,335.2,90.51
26.92,336.0,90.38
26.94,335.8,90.11
26.97,335.0,89.76
27.04,335.2,89.75
27.13,335.8,89.94
27.22,336.4,90.1
27.33,337.2,90.23
27.44,337.0,89.95
27.55,335.4,89.06
27.68,333.6,88.3
27.86,331.8,87.78
28.03,330.2,87.37
28.18,329.5,87.28
28.33,328.8,87.19
28.49,329.1,87.31
28.65,331.0,87.75
28.76,332.8,88.04
28.8,334.2,88.06
28.78,334.6,88.11
28.72,334.3,88.19
28.67,334.3,88.59
28.63,334.5,89.06
28.57,334.8,89.68
28.51,335.2,90.34
28.45,335.3,90.93
28.38,334.0,91.14
28.3,332.7,91.33
28.2,332.7,91.33
28.1,332.3,91.23
28.05,330.0,90.52
28.0,327.7,89.81
27.94,327.6,89.87
27.88,327.8,90.08
27.82,328.0,90.23
27.73,326.5,89.74
27.63,325.0,89.25
27.52,324.0,88.82
27.34,324.2,88.55
27.21,323.9,88.18
27.14,323.0,87.69
27.08,322.7,87.18
27.03,323.9,86.63
27.0,324.5,86.34
27.0,324.2,86.42
26.99,323.9,86.51
26.99,323.3,86.51
27.0,322.5,86.47
27.0,321.8,86.43
27.0,321.3,86.49
27.02,321.3,86.86
27.04,321.2,87.23
27.12,322.1,87.87
27.22,323.0,88.54
27.33,323.9,88.71
27.45,324.7,88.63
27.5,325.9,88.71
27.51,327.2,88.87
27.51,327.4,89.24
27.52,327.3,89.64
27.47,328.9,90.17
27.39,331.2,90.75
27.34,331.2,90.38
27.29,330.5,89.78
27.23,329.9,89.3
27.12,329.4,89.5
27.02,328.9,89.72
27.08,329.6,90.02
27.17,330.0,90.29
27.39,329.6,90.45
27.6,329.1,90.6
27.78,328.7,90.43
27.96,328.4,90.26
28.13,328.1,90.1
28.21,328.1,90.16
28.28,328.1,90.22
28.34,329.2,90.35
28.4,330.4,90.48
28.46,331.7,90.62
28.49,332.6,90.92
