TymeBreathRate,tidal_volume,TymeVentilation
21.92,264.6,57.44
21.95,262.8,57.4
21.99,260.9,57.36
22.03,260.2,57.39
22.08,261.7,57.54
22.12,263.2,57.7
22.17,264.6,57.86
22.24,265.8,58.1
22.33,267.0,58.34
22.44,268.5,58.61
22.56,270.0,58.88
22.65,270.6,58.72
22.72,270.4,58.21
22.8,270.3,57.71
22.86,269.5,57.16
22.83,265.9,56.43
22.8,262.5,55.75
22.71,261.8,56.12
22.61,261.2,56.49
22.53,262.1,56.93
22.46,264.4,57.44
22.43,263.3,57.36
22.4,262.1,57.25
22.37,260.9,57.14
22.33,259.8,57.03
22.26,258.4,56.81
22.17,257.0,56.55
22.08,255.5,56.29
22.02,253.1,56.02
21.97,249.8,55.75
21.98,248.0,55.63
22.01,246.7,55.57
22.04,245.5,55.52
22.05,245.2,55.46
22.05,245.3,55.4
22.06,245.4,55.34
22.06,245.5,55.27
22.04,245.9,55.21
22.02,246.2,55.14
21.99,246.6,55.07
21.97,247.0,55.01
21.99,245.2,54.57
22.02,243.3,54.11
21.98,243.9,54.15
21.93,244.7,54.25
21.92,244.4,54.21
21.95,243.0,54.01
21.99,241.5,53.81
22.02,240.1,53.62
22.15,239.3,53.58
22.36,239.0,53.67
22.49,239.1,53.61
22.59,239.4,53.48
22.68,239.7,53.35
22.74,238.7,53.18
22.8,237.5,53.01
22.86,236.3,52.83
22.91,235.0,52.66
23.11,235.0,52.73
23.38,235.6,52.93
23.6,235.7,52.9
23.8,236.0,52.83
23.86,236.8,52.5
23.93,237.6,52.18
24.0,238.5,51.86
24.08,235.4,51.46
24.16,231.5,51.05
24.27,231.1,51.47
24.37,231.3,52.0
24.44,232.8,52.18
24.51,234.6,52.3
24.55,236.0,52.38
24.52,235.9,52.29
24.49,235.8,52.19
24.49,233.6,51.99
24.5,231.4,51.78
24.5,229.2,51.57
24.55,228.0,51.68
24.61,226.8,51.8
24.61,226.4,51.83
24.53,227.0,51.74
24.48,227.7,51.71
24.45,228.5,51.74
24.42,229.2,51.76
24.4,230.0,51.78
24.37,230.1,51.79
24.33,227.8,51.74
24.28,226.2,51.71
24.15,228.8,51.76
24.04,230.6,51.74
23.94,230.1,51.5
23.84,229.6,51.27
23.75,229.2,51.03
23.63,229.2,51.18
23.51,229.4,51.38
23.4,229.9,51.61
23.31,232.0,51.95
23.22,234.1,52.29
23.17,234.1,52.13
23.13,234.2,51.95
23.08,234.2,51.8
23.03,233.9,51.82
22.97,233.6,51.84
22.92,233.3,51.85
22.86,233.4,51.91
22.79,236.9,52.37
22.72,240.4,52.82
22.77,242.5,52.94
22.78,244.1,53.11
22.72,244.7,53.4
22.66,245.4,53.69
22.59,246.0,53.99
22.49,246.6,54.2
22.37,247.1,54.35
22.25,247.6,54.51
22.15,247.6,54.73
22.06,247.4,54.96
21.96,247.4,55.25
21.83,248.6,55.83
21.69,249.9,56.41
21.59,251.1,56.45
21.49,252.2,56.42
21.39,253.3,56.4
21.41,252.5,56.54
21.43,251.6,56.69
21.44,250.8,56.83
21.41,251.0,56.91
21.37,251.7,56.97
21.33,252.0,56.98
21.3,252.1,56.95
21.27,252.2,56.91
21.24,252.3,56.88
21.25,252.1,56.9
21.29,251.7,56.96
21.32,251.3,57.02
21.36,250.9,57.08
21.43,250.7,57.26
21.51,250.5,57.48
21.59,250.4,57.7
21.69,252.1,58.07
21.8,255.2,58.55
21.92,258.1,58.88
22.09,260.5,58.79
22.26,262.9,58.71
22.46,264.2,58.85
22.66,265.4,59.02
22.83,266.2,59.12
22.95,266.6,59.07
23.06,266.9,59.03
23.18,267.3,58.98
23.25,267.5,58.98
23.3,267.6,58.99
23.36,266.9,59.0
23.44,265.3,59.0
23.56,264.0,59.05
23.74,263.5,59.2
23.94,263.8,59.39
24.22,266.0,59.68
24.47,267.9,59.91
24.57,267.5,59.75
24.66,267.2,59.59
24.75,266.8,59.43
24.84,266.4,59.26
25.04,268.0,59.26
25.26,269.9,59.31
25.23,270.3,59.45
25.21,270.7,59.59
25.18,271.0,59.74
25.07,270.9,59.75
24.94,270.7,59.74
24.81,268.7,59.71
24.67,266.2,59.68
24.54,264.8,59.92
24.42,264.9,60.49
24.32,264.2,60.88
24.3,260.7,60.64
24.27,258.3,60.49
24.23,257.4,60.46
24.19,256.5,60.43
24.15,255.6,60.4
24.1,255.9,60.39
24.04,256.4,60.37
23.99,257.0,60.36
23.93,257.5,60.35
23.85,257.7,60.29
23.63,256.3,60.03
23.41,254.8,59.77
23.23,253.0,59.69
23.06,251.1,59.61
22.88,249.2,59.54
22.7,247.2,59.3
22.53,245.3,59.06
22.49,247.1,58.9
22.46,248.9,58.74
22.55,249.7,58.58
22.69,250.1,58.41
22.81,250.4,58.31
22.92,250.8,58.26
23.03,251.1,58.21
23.13,251.5,58.16
23.31,250.5,57.74
23.49,249.6,57.31
23.67,248.6,56.9
23.81,248.1,56.94
23.95,247.5,56.97
24.1,247.0,57.01
24.27,246.6,57.01
24.48,246.5,56.94
24.7,246.4,56.87
25.01,246.0,56.89
25.48,245.1,57.03
25.92,244.2,56.98
26.35,243.2,56.87
26.58,243.6,57.66
26.75,244.2,58.2
26.8,245.2,57.98
26.83,244.1,57.6
26.83,239.5,56.95
26.8,236.1,56.68
26.75,233.8,56.7
26.7,231.4,56.72
26.66,228.8,56.7
26.68,224.5,56.42
26.73,221.9,56.25
26.86,224.4,56.47
26.99,225.9,56.47
27.13,224.9,55.87
27.26,223.8,55.28
27.32,223.7,55.52
27.38,223.6,55.77
27.44,223.4,56.02
27.49,223.3,56.27
27.54,222.7,56.21
27.58,222.1,56.15
27.6,221.3,56.08
27.52,219.5,55.97
27.43,217.8,55.87
27.39,220.8,56.35
27.35,224.0,56.84
27.3,225.0,57.09
27.25,223.5,57.08
27.2,222.0,57.06
27.15,220.3,57.04
27.1,218.7,57.01
26.99,218.6,57.17
26.84,219.3,57.43
26.66,220.6,57.58
26.5,222.7,57.71
26.47,228.3,57.97
26.48,229.1,57.77
26.49,229.1,57.51
26.5,229.2,57.25
26.56,229.2,56.84
26.62,229.2,56.4
26.73,228.0,56.21
26.87,226.2,56.12
27.0,228.6,56.42
27.14,232.1,56.82
27.22,234.0,57.0
27.26,234.0,56.93
27.3,234.1,56.86
27.34,234.1,56.79
27.38,234.4,56.82
27.45,235.9,57.29
27.44,236.4,57.6
27.39,236.5,57.82
27.24,236.4,57.93
27.1,236.3,58.05
26.96,236.3,58.16
26.82,236.3,58.26
26.64,236.2,58.28
26.45,236.1,58.28
26.27,236.1,58.29
26.07,236.6,58.39
25.83,238.8,58.74
25.59,240.9,59.09
25.26,243.3,59.55
24.83,246.1,60.13
24.68,247.4,60.67
24.54,248.6,61.21
24.46,250.1,61.53
24.42,251.6,61.73
24.39,252.5,61.73
24.37,252.4,61.35
24.34,252.3,60.96
24.32,252.1,60.58
24.24,253.4,60.72
24.17,254.9,60.93
24.09,256.4,61.15
24.06,257.1,61.19
24.04,257.7,61.23
24.01,258.3,61.26
23.98,258.9,61.4
23.95,259.5,61.6
23.9,260.2,61.78
23.85,261.0,61.93
23.79,261.8,62.08
23.73,262.6,62.23
23.66,262.8,62.52
23.58,262.6,62.94
23.54,263.6,63.36
23.5,264.7,63.79
23.47,264.8,63.7
23.45,264.6,63.42
23.42,264.3,63.14
23.39,264.4,62.99
23.36,264.9,63.07
23.33,265.7,63.17
23.32,268.2,63.39
23.31,270.8,63.62
23.39,269.3,63.44
23.49,266.7,63.14
23.59,265.0,62.96
23.66,264.1,62.89
23.74,263.3,62.81
23.85,262.6,62.7
24.01,262.1,62.51
24.17,261.9,62.36
24.23,264.9,62.59
24.28,267.7,62.75
24.3,270.3,62.84
24.33,272.9,62.93
24.42,271.8,62.59
24.51,270.7,62.24
24.58,270.8,62.19
24.66,271.4,62.27
24.73,272.1,62.36
24.8,272.8,62.48
24.82,274.2,63.07
24.85,275.2,63.58
24.89,275.4,63.82
24.94,275.4,64.07
25.03,273.8,64.33
25.11,272.2,64.58
25.19,271.8,64.85
25.24,273.0,65.12
25.3,274.3,65.39
25.32,275.8,65.56
25.3,277.6,65.6
25.28,278.6,65.58
25.25,278.4,65.44
25.17,278.3,65.3
25.08,278.2,65.17
24.97,278.1,65.09
24.84,277.8,65.06
24.71,277.6,65.03
24.58,277.3,65.0
24.39,277.4,64.99
24.2,277.5,64.97
24.02,276.1,64.78
23.85,273.6,64.46
23.75,271.3,64.22
23.77,269.1,64.11
23.82,268.2,64.01
23.92,269.4,63.96
24.02,270.6,63.91
24.11,271.6,63.86
24.15,271.7,63.82
24.2,271.8,63.78
24.25,271.9,63.73
24.28,271.9,63.72
24.27,271.9,63.85
24.25,271.9,63.99
24.23,271.9,64.12
24.18,271.6,64.18
24.08,270.9,64.13
23.97,270.2,64.07
23.87,269.6,64.0
23.77,269.1,63.83
23.67,268.6,63.67
23.52,268.6,63.67
23.33,268.9,63.79
23.19,267.8,63.69
23.1,266.5,63.61
23.09,265.1,63.65
23.08,263.8,63.68
23.1,264.0,63.84
23.16,266.4,64.15
23.22,268.8,64.47
23.24,269.5,64.35
23.26,270.0,64.18
23.27,270.5,64.01
23.31,271.0,63.87
23.46,271.2,63.91
23.61,271.4,63.95
23.81,269.8,63.94
24.05,267.1,63.89
24.24,266.5,63.98
24.35,268.3,64.24
24.46,270.1,64.49
24.65,270.6,64.31
24.85,270.8,64.04
24.96,271.1,64.08
25.04,271.3,64.23
25.04,270.4,64.12
25.04,269.5,64.0
25.03,268.6,63.88
25.02,267.2,64.08
25.01,265.7,64.32
25.02,265.8,64.79
25.04,267.3,65.51
25.12,267.3,65.72
25.2,267.2,65.88
25.28,267.1,66.04
25.4,266.4,66.01
25.54,265.4,65.88
25.66,264.6,65.79
25.71,265.6,65.91
25.72,266.7,65.96
25.66,268.4,65.83
25.61,269.9,65.67
25.61,268.3,65.07
25.61,266.9,64.65
25.58,266.3,64.73
25.54,265.6,64.81
25.51,265.0,64.88
25.47,264.6,64.96
25.43,264.2,65.03
25.39,263.9,65.1
25.29,263.1,65.05
25.15,262.1,64.9
25.09,262.7,64.88
25.06,263.9,64.89
25.08,264.4,65.07
25.13,264.6,65.33
25.17,264.8,65.59
25.21,264.9,65.78
25.23,265.2,65.84
25.24,265.4,65.89
25.26,265.6,65.95
25.21,265.4,65.68
25.13,264.9,65.28
25.08,263.7,65.04
25.03,262.4,64.82
24.99,261.5,64.67
24.98,262.0,64.9
24.97,262.5,65.12
24.92,263.3,65.04
24.87,264.1,64.94
24.82,264.9,64.84
24.71,263.2,64.81
24.58,261.1,64.77
24.44,261.3,64.96
24.28,262.2,65.21
24.23,264.0,65.34
24.28,266.6,65.36
24.32,268.8,65.6
24.36,270.6,66.02
24.4,272.4,66.43
24.41,273.4,66.71
24.38,273.6,66.8
24.35,273.8,66.9
24.37,272.1,66.86
24.41,269.4,66.76
24.47,269.3,66.99
24.54,270.1,67.34
24.61,270.8,67.68
24.66,271.5,67.63
24.7,272.0,67.39
24.73,272.7,67.17
24.74,274.2,67.18
24.75,275.7,67.19
24.75,276.1,67.21
24.72,274.6,67.23
24.65,275.2,67.67
24.56,276.8,68.3
24.48,278.2,68.79
24.43,279.0,68.86
24.38,279.8,68.93
24.44,279.7,69.23
24.5,279.5,69.52
24.53,279.3,69.67
24.53,279.0,69.67
24.54,278.6,69.66
24.59,277.4,69.56
24.65,276.3,69.45
24.73,275.4,69.41
24.94,276.2,69.65
25.04,277.6,69.76
25.1,279.2,69.84
25.16,280.7,69.91
25.14,281.4,69.64
25.1,281.7,69.25
25.06,282.1,68.85
25.02,281.5,68.49
24.99,280.3,68.13
24.94,279.6,68.16
24.87,279.3,68.68
24.85,278.9,68.54
24.85,278.4,68.27
24.86,278.3,68.18
24.87,278.3,68.16
24.88,278.3,68.14
24.91,279.6,68.48
24.93,281.1,68.86
24.96,282.5,69.24
24.99,283.9,69.48
25.03,285.2,69.51
25.06,286.5,69.54
25.1,287.7,69.4
25.18,288.9,68.89
25.24,290.1,68.47
25.25,291.1,68.76
25.26,292.1,69.06
25.23,291.8,69.08
25.18,291.1,69.01
25.05,291.4,69.06
24.82,293.0,69.26
24.66,292.8,69.08
24.51,292.2,68.8
24.39,292.0,68.9
24.27,292.0,69.22
24.16,292.5,69.5
24.08,294.5,69.67
24.01,296.6,69.84
23.99,296.8,69.83
23.97,296.8,69.79
23.96,296.8,69.75
23.94,296.2,69.71
23.9,294.9,69.66
23.87,293.6,69.6
23.83,292.4,69.55
23.8,291.1,69.5
23.75,290.0,69.2
23.7,288.9,68.89
23.65,287.8,68.59
23.61,287.3,68.14
23.56,286.7,67.73
23.45,286.1,67.49
23.34,285.5,67.26
23.27,284.7,67.19
23.2,284.0,67.18
23.14,283.2,67.17
23.12,284.7,67.56
23.11,286.8,68.05
23.09,287.7,68.28
23.06,288.0,68.34
23.04,288.3,68.41
23.01,288.5,68.47
22.96,288.8,68.49
22.9,289.1,68.46
22.83,289.4,68.44
22.77,289.7,68.41
22.77,290.8,68.49
22.82,292.4,68.65
22.92,292.8,68.68
23.08,291.8,68.56
23.19,291.8,68.44
23.28,292.7,68.33
23.36,293.7,68.23
23.47,293.8,68.07
23.61,293.0,67.86
23.76,292.3,67.66
23.97,292.7,67.54
24.16,293.1,67.43
24.24,293.1,67.34
24.31,293.1,67.26
24.37,292.6,67.18
24.4,291.1,67.09
24.44,289.6,67.0
24.52,290.0,67.4
24.62,291.8,68.14
24.66,291.5,68.29
24.67,290.8,68.28
24.67,290.4,68.24
24.61,291.4,68.13
24.57,292.6,68.05
24.57,294.9,68.19
24.57,297.1,68.33
24.57,295.3,67.82
24.58,293.5,67.32
24.54,292.8,67.24
24.49,292.2,67.18
24.44,291.6,67.12
24.42,291.0,67.21
24.41,290.4,67.39
24.39,289.7,67.56
24.4,288.5,67.7
24.43,286.8,67.81
24.46,285.1,67.91
24.43,284.7,67.62
24.39,284.5,67.25
24.34,284.4,66.9
24.23,285.0,66.88
24.13,285.4,66.9
24.08,284.7,67.04
24.03,283.9,67.18
23.94,283.6,67.38
23.78,284.1,67.7
23.61,284.2,67.86
23.43,283.7,67.76
23.25,283.2,67.66
23.08,282.8,67.57
22.94,282.5,67.49
22.79,282.2,67.41
22.66,282.7,67.76
22.54,283.3,68.16
22.49,283.7,68.24
22.49,283.9,68.14
22.48,284.1,68.04
22.52,283.9,67.93
22.6,283.2,67.8
22.68,282.9,67.72
22.78,283.7,67.79
22.88,284.5,67.86
22.98,285.3,67.93
23.06,285.9,68.0
23.14,286.6,68.06
23.22,287.3,68.13
23.29,287.2,68.02
23.36,287.0,67.91
23.42,286.9,67.79
23.53,286.0,67.82
23.64,284.8,67.88
23.72,283.0,67.72
23.79,281.0,67.49
23.86,279.1,67.25
24.03,278.1,67.29
24.18,277.1,67.28
24.23,275.8,67.08
24.28,274.4,66.87
24.34,273.0,66.66
24.42,274.8,66.69
24.52,277.8,66.83
24.59,277.3,66.42
24.65,275.0,65.77
24.72,276.6,66.1
24.79,279.2,66.68
24.9,282.1,67.37
25.09,285.6,68.26
25.21,288.6,68.93
25.29,291.3,69.48
25.37,293.9,70.03
25.5,294.9,70.23
25.63,295.5,70.34
25.72,294.3,70.45
25.78,292.5,70.55
25.85,291.4,70.7
25.91,292.4,71.03
25.98,293.4,71.36
25.98,293.1,71.46
25.98,292.7,71.56
25.96,292.4,71.66
25.89,292.3,71.79
25.81,292.2,71.93
25.69,292.1,72.08
25.55,291.9,72.24
25.42,291.7,72.24
25.28,291.3,72.13
25.15,291.0,72.03
24.93,291.4,72.05
24.72,291.7,72.07
24.59,293.8,72.61
24.46,295.8,73.16
24.37,296.4,73.63
24.32,294.9,73.98
24.28,293.7,74.29
24.25,293.6,74.41
24.23,293.5,74.53
24.2,293.4,74.65
24.22,293.0,74.53
24.26,292.3,74.25
24.29,291.7,73.97
24.33,293.0,74.03
24.36,294.6,74.15
24.39,295.8,74.19
24.41,295.7,74.05
24.42,295.7,73.92
24.44,295.5,73.78
24.45,294.2,73.65
24.47,292.9,73.52
24.45,292.2,73.23
24.43,291.7,72.91
24.39,291.4,72.72
24.32,291.9,72.95
24.33,292.0,73.06
24.35,292.2,73.16
24.4,291.9,73.22
24.53,290.8,73.19
24.66,290.1,73.19
24.8,290.5,73.26
24.94,290.9,73.34
25.09,291.4,73.45
25.28,292.5,73.78
25.46,293.6,74.12
25.66,294.6,73.85
25.86,295.7,73.48
26.02,296.5,73.45
26.17,297.2,73.58
26.32,297.9,73.71
26.41,297.9,73.82
26.48,297.8,73.94
26.5,300.0,74.38
26.54,300.3,74.7
26.6,297.7,74.76
26.66,296.9,75.03
26.7,299.6,75.7
26.73,301.6,76.18
26.72,299.9,75.64
26.71,298.2,75.1
26.71,296.2,74.54
26.76,292.0,73.68
26.81,287.6,72.83
26.83,282.6,72.0
26.85,277.7,71.17
26.87,277.0,71.02
26.89,276.5,70.91
26.91,276.0,70.78
26.95,275.7,70.41
26.98,275.4,70.03
26.94,275.6,70.02
26.9,275.7,70.0
26.8,276.4,70.27
26.68,277.3,70.62
26.58,276.5,70.79
26.48,274.9,70.88
26.39,273.4,70.97
26.28,275.0,71.17
26.17,276.6,71.37
26.07,278.2,71.57
25.97,278.7,71.59
25.87,279.0,71.58
25.78,279.3,71.57
25.7,278.7,71.48
25.66,276.7,71.24
25.63,274.8,70.95
25.6,273.4,70.47
25.57,272.1,70.01
25.61,272.5,69.76
25.64,272.9,69.51
25.66,273.2,69.32
25.64,273.5,69.28
25.63,274.3,69.36
25.63,275.3,69.5
25.63,276.4,69.63
25.65,275.2,69.51
25.69,271.9,69.12
25.73,268.9,68.79
25.73,268.5,69.1
25.73,268.2,69.42
25.74,267.8,69.39
25.74,267.4,69.23
25.79,267.7,69.41
25.84,268.2,69.67
25.88,268.7,69.9
25.9,269.3,70.11
25.92,269.9,70.42
25.93,270.8,71.11
25.93,271.7,71.79
25.95,273.8,72.32
25.98,276.0,72.81
26.01,275.1,72.99
26.04,273.8,73.06
26.09,273.2,72.91
26.14,272.5,72.76
26.19,271.8,72.61
26.32,270.5,72.66
26.49,269.0,72.79
26.64,268.0,72.95
26.75,267.6,73.14
26.87,267.4,73.25
26.99,267.4,73.21
27.11,267.5,73.17
27.2,266.9,73.0
27.3,266.2,72.82
27.43,264.9,72.38
27.59,263.1,71.72
27.65,262.1,71.85
27.64,261.7,72.47
27.63,261.2,73.09
27.69,262.6,73.89
27.78,264.1,74.4
27.88,265.3,74.54
27.98,266.7,74.97
28.08,268.2,75.61
28.15,269.2,76.07
28.2,269.7,76.34
28.26,270.2,76.6
28.38,270.9,76.72
28.5,271.5,76.83
28.55,266.5,75.92
28.58,264.0,75.69
28.59,263.4,75.97
28.61,262.9,76.24
28.76,264.0,76.96
28.88,264.1,77.47
28.93,262.2,77.57
28.96,260.4,77.68
28.91,261.2,77.87
28.85,261.9,78.06
28.84,262.9,78.35
28.89,264.5,78.78
28.94,265.3,79.29
29.0,266.0,79.82
29.01,267.2,80.26
28.96,268.9,80.6
28.92,270.7,80.94
28.88,271.3,80.9
28.86,271.5,80.71
29.13,270.4,80.58
29.38,270.2,80.59
29.54,271.2,80.8
29.71,272.2,81.0
29.89,273.6,81.0
30.09,275.1,80.91
30.34,275.7,80.87
30.64,275.6,80.87
30.75,275.2,80.72
30.86,274.9,80.57
30.92,273.7,80.28
30.96,272.2,79.93
31.01,269.4,78.93
31.07,265.6,77.39
31.0,260.5,76.51
30.91,258.3,76.18
30.82,258.0,76.2
30.74,257.7,76.22
30.65,258.1,76.54
30.57,259.9,77.56
30.5,261.2,78.31
30.45,262.0,78.87
30.39,262.8,79.43
30.24,263.9,79.21
30.08,265.2,78.87
29.91,266.6,79.05
29.76,267.9,79.27
29.75,267.4,79.28
29.75,267.0,79.29
29.73,267.0,79.47
29.65,269.2,80.32
29.58,271.2,81.1
29.5,270.4,80.37
29.41,269.7,79.65
29.35,269.6,79.24
29.31,270.0,79.02
29.3,270.3,79.2
29.3,270.5,79.51
29.31,271.2,79.7
29.31,273.2,79.35
29.32,275.2,79.04
29.39,276.3,79.1
29.47,277.4,79.17
29.51,277.9,79.41
29.51,277.8,79.85
29.52,280.1,80.75
29.52,283.3,81.82
29.62,286.1,81.18
29.69,286.3,80.07
29.71,284.4,78.73
29.7,283.5,78.28
29.71,282.6,77.95
29.77,281.4,77.75
29.84,280.3,77.55
29.86,279.4,77.44
29.86,278.6,77.35
29.86,277.7,77.27
29.81,276.3,76.69
29.77,274.8,76.12
29.7,272.9,75.73
29.63,270.7,75.5
29.61,270.0,75.51
29.67,271.3,75.84
29.58,271.3,76.02
29.47,271.0,76.16
29.34,270.8,76.22
29.2,270.6,76.18
29.07,270.4,76.14
28.92,270.2,76.09
28.78,269.9,76.03
28.64,269.5,75.98
28.4,270.3,76.12
28.15,271.2,76.31
27.93,271.6,76.43
27.72,271.6,76.49
27.52,271.6,76.56
27.4,273.8,77.07
27.38,277.5,77.65
27.47,282.5,78.22
27.52,285.5,78.39
27.56,287.2,78.31
27.6,288.9,78.24
27.71,290.8,78.28
27.89,293.0,78.45
28.05,293.2,78.12
28.19,291.6,77.31
28.27,290.4,76.64
28.3,289.8,76.13
28.33,289.2,75.8
28.36,288.8,76.12
28.42,288.4,76.25
28.52,288.1,76.13
28.6,288.1,76.2
28.65,288.3,76.48
28.65,288.5,76.54
28.56,288.6,76.33
28.47,288.7,76.13
28.37,288.5,76.13
28.25,288.2,76.16
28.11,287.7,76.29
27.97,287.1,76.38
27.82,286.7,76.2
27.67,286.2,76.02
27.54,283.1,75.74
27.42,278.9,75.4
27.34,276.4,76.0
27.29,276.5,78.03
27.24,276.9,79.99
27.15,278.5,81.55
27.06,280.1,83.02
27.01,280.2,82.64
26.96,280.3,82.27
26.91,280.4,81.9
26.85,280.0,81.67
26.79,279.3,81.57
26.73,278.6,81.46
26.67,278.0,81.38
26.56,279.3,81.57
26.45,280.6,81.76
26.37,282.6,82.29
26.29,284.6,82.9
26.29,286.6,83.33
26.28,288.5,83.76
26.29,290.7,84.13
26.33,293.5,84.38
26.38,295.9,84.59
26.55,295.9,84.51
26.72,295.9,84.43
27.13,296.0,84.46
27.74,296.1,84.56
28.22,295.5,84.54
28.7,294.7,84.51
29.21,294.8,84.29
29.72,295.2,84.01
30.07,295.7,84.02
30.32,296.4,84.21
30.48,297.0,84.35
30.5,297.4,84.4
30.52,296.6,84.22
30.5,294.4,83.84
30.39,293.6,83.96
30.38,292.8,83.59
30.37,292.0,83.22
30.37,290.8,82.98
30.37,288.9,82.93
30.37,286.9,82.88
30.38,286.8,83.57
30.4,287.3,84.55
30.41,287.8,85.41
30.37,288.3,85.51
30.33,288.9,85.61
30.32,289.3,85.62
30.32,289.8,85.51
30.31,289.8,85.47
30.28,289.6,85.47
30.26,289.3,85.45
30.23,287.9,85.1
30.19,286.5,84.75
30.12,285.5,84.4
29.87,286.4,84.03
29.51,286.5,83.64
29.02,285.7,83.23
28.56,285.3,82.99
28.13,285.3,82.92
27.74,285.1,82.85
27.48,284.9,82.77
27.21,284.7,82.7
27.02,284.7,82.62
26.89,284.7,82.55
26.87,284.4,82.63
26.91,284.0,82.77
26.96,283.6,82.93
27.06,286.8,83.64
27.16,289.6,83.99
27.26,289.4,81.67
27.33,288.9,79.51
27.34,286.9,77.94
27.34,284.9,76.37
27.33,283.3,75.7
27.29,282.0,76.04
27.26,280.3,76.23
27.25,278.1,76.23
27.27,277.9,76.78
27.3,278.1,77.43
27.31,278.3,77.92
27.26,278.0,77.86
27.22,277.7,77.77
27.22,276.1,77.39
27.23,274.5,77.01
27.26,272.5,76.74
27.3,270.3,76.51
27.35,268.0,76.28
27.37,268.3,76.35
27.39,269.1,76.5
27.41,269.9,76.65
27.46,269.3,76.3
27.51,267.9,75.68
27.63,267.6,75.62
27.77,267.6,75.8
27.89,268.4,76.11
27.97,270.1,76.62
28.07,271.5,76.95
28.23,271.9,76.77
28.38,272.4,76.58
28.71,272.5,76.67
29.0,273.5,76.89
29.23,275.7,77.21
29.42,277.3,77.45
29.57,278.3,77.55
29.72,279.3,77.66
29.83,281.4,78.32
29.93,283.6,79.0
29.95,284.1,78.91
29.98,283.6,78.47
30.02,282.0,77.59
30.05,281.4,77.25
30.06,281.3,77.19
30.01,282.3,77.53
29.97,283.3,77.88
29.91,283.8,78.15
29.84,284.3,78.4
29.71,285.5,78.89
29.56,286.9,79.45
29.46,285.7,79.5
29.36,284.2,79.46
29.25,283.0,79.39
29.12,283.4,79.2
28.97,284.0,79.19
28.72,285.5,80.27
28.5,287.0,81.08
28.34,288.7,81.48
28.18,290.3,81.88
27.98,290.8,82.0
27.76,290.9,82.0
27.54,291.3,81.98
27.31,293.1,81.87
27.09,294.8,81.75
26.91,294.9,81.43
26.73,294.5,81.07
26.57,294.0,80.71
26.46,292.7,80.42
26.37,292.0,80.22
26.32,294.8,80.55
26.28,297.5,80.88
26.25,298.6,80.85
26.24,298.6,80.61
26.23,299.2,80.71
26.22,301.6,81.84
26.2,303.0,82.37
26.18,303.2,82.05
26.15,303.4,81.74
26.14,304.0,81.57
26.13,304.8,81.45
26.11,305.8,81.8
26.1,306.8,82.24
26.11,309.0,82.55
26.15,312.0,82.78
26.16,312.4,82.79
26.18,312.0,82.72
26.19,311.7,82.69
26.17,312.8,83.04
26.14,313.8,83.38
26.11,314.7,83.68
26.04,314.8,83.74
26.02,314.6,84.16
26.03,314.3,84.84
26.04,314.1,85.5
26.1,315.1,85.89
26.16,316.0,86.27
26.18,315.7,86.23
26.2,315.3,86.15
26.21,314.9,86.07
26.27,313.9,86.2
26.32,312.8,86.34
26.32,312.0,86.26
